,X,VL_name,Map_name,Convert_name,name_same
4403,270,São Domingos Das Dores,São Domingos Das Dores,São Domingos Das Dores,TRUE
4404,1391,São Domingos Do Araguaia,São Domingos Do Araguaia,São Domingos Do Araguaia,TRUE
4405,621,São Domingos Do Azeitão,São Domingos Do Azeitão,São Domingos Do Azeitão,TRUE
4406,3055,São Domingos Do Capim,São Domingos Do Capim,São Domingos Do Capim,TRUE
4407,2854,São Domingos Do Cariri,São Domingos Do Cariri,São Domingos Do Cariri,TRUE
4408,4762,São Domingos Do Maranhão,São Domingos Do Maranhão,São Domingos Do Maranhão,TRUE
4409,2098,São Domingos Do Norte,São Domingos Do Norte,São Domingos Do Norte,TRUE
4410,43,São Domingos Do Prata,São Domingos Do Prata,São Domingos Do Prata,TRUE
4411,2099,São Domingos Do Sul,São Domingos Do Sul,São Domingos Do Sul,TRUE
4412,622,São Felipe,São Felipe,São Felipe,TRUE
4414,5048,São Félix,São Félix,São Félix,TRUE
4415,2100,São Félix De Balsas,São Félix De Balsas,São Félix De Balsas,TRUE
4416,847,São Félix De Minas,São Félix De Minas,São Félix De Minas,TRUE
4417,432,São Félix Do Araguaia,São Félix Do Araguaia,São Félix Do Araguaia,TRUE
4418,271,São Félix Do Coribe,São Félix Do Coribe,São Félix Do Coribe,TRUE
4419,1192,São Félix Do Piauí,São Félix Do Piauí,São Félix Do Piauí,TRUE
4420,3134,São Félix Do Tocantins,São Félix Do Tocantins,São Félix Do Tocantins,TRUE
4421,1392,São Félix Do Xingu,São Félix Do Xingu,São Félix Do Xingu,TRUE
4422,4763,São Fernando,São Fernando,São Fernando,TRUE
4423,848,São Fidélis,São Fidélis,São Fidélis,TRUE
4424,5267,São Francisco,São Francisco,São Francisco,TRUE
4425,3135,São Francisco De Assis,São Francisco De Assis,São Francisco De Assis,TRUE
4426,2856,São Francisco De Assis Do Piauí,São Francisco De Assis Do Piauí,São Francisco De Assis Do Piauí,TRUE
4427,2857,São Francisco De Goiás,São Francisco De Goiás,São Francisco De Goiás,TRUE
4428,623,São Francisco De Itabapoana,São Francisco De Itabapoana,São Francisco De Itabapoana,TRUE
4429,2101,São Francisco De Paula,São Francisco De Paula,São Francisco De Paula,TRUE
4430,2858,São Francisco De Sales,São Francisco De Sales,São Francisco De Sales,TRUE
4431,44,São Francisco Do Brejão,São Francisco Do Brejão,São Francisco Do Brejão,TRUE
4432,624,São Francisco Do Conde,São Francisco Do Conde,São Francisco Do Conde,TRUE
4433,1193,São Francisco Do Glória,São Francisco Do Glória,São Francisco Do Glória,TRUE
4434,272,São Francisco Do Guaporé,São Francisco Do Guaporé,São Francisco Do Guaporé,TRUE
4435,849,São Francisco Do Maranhão,São Francisco Do Maranhão,São Francisco Do Maranhão,TRUE
4436,4350,São Francisco Do Oeste,São Francisco Do Oeste,São Francisco Do Oeste,TRUE
4437,2102,São Francisco Do Pará,São Francisco Do Pará,São Francisco Do Pará,TRUE
4438,126,São Francisco Do Piauí,São Francisco Do Piauí,São Francisco Do Piauí,TRUE
4439,3056,São Francisco Do Sul,São Francisco Do Sul,São Francisco Do Sul,TRUE
4440,4927,São Gabriel,São Gabriel,São Gabriel,TRUE
4441,2859,São Gabriel Da Cachoeira,São Gabriel Da Cachoeira,São Gabriel Da Cachoeira,TRUE
4442,2860,São Gabriel Da Palha,São Gabriel Da Palha,São Gabriel Da Palha,TRUE
4443,273,São Gabriel Do Oeste,São Gabriel Do Oeste,São Gabriel Do Oeste,TRUE
4444,2861,São Geraldo,São Geraldo,São Geraldo,TRUE
4445,3136,São Geraldo Da Piedade,São Geraldo Da Piedade,São Geraldo Da Piedade,TRUE
4446,2862,São Geraldo Do Araguaia,São Geraldo Do Araguaia,São Geraldo Do Araguaia,TRUE
4447,1044,São Geraldo Do Baixio,São Geraldo Do Baixio,São Geraldo Do Baixio,TRUE
4448,850,São Gonçalo,São Gonçalo,São Gonçalo,TRUE
4449,2863,São Gonçalo Do Abaeté,São Gonçalo Do Abaeté,São Gonçalo Do Abaeté,TRUE
4450,851,São Gonçalo Do Amarante,São Gonçalo Do Amarante,São Gonçalo Do Amarante,TRUE
4451,2864,São Gonçalo Do Gurguéia,São Gonçalo Do Gurguéia,São Gonçalo Do Gurguéia,TRUE
4452,2865,São Gonçalo Do Pará,São Gonçalo Do Pará,São Gonçalo Do Pará,TRUE
4453,2866,São Gonçalo Do Piauí,São Gonçalo Do Piauí,São Gonçalo Do Piauí,TRUE
4454,2103,São Gonçalo Do Rio Abaixo,São Gonçalo Do Rio Abaixo,São Gonçalo Do Rio Abaixo,TRUE
4455,2867,São Gonçalo Do Rio Preto,São Gonçalo Do Rio Preto,São Gonçalo Do Rio Preto,TRUE
4456,4764,São Gonçalo Do Sapucaí,São Gonçalo Do Sapucaí,São Gonçalo Do Sapucaí,TRUE
4457,4085,São Gonçalo Dos Campos,São Gonçalo Dos Campos,São Gonçalo Dos Campos,TRUE
4458,1569,São Gotardo,São Gotardo,São Gotardo,TRUE
4459,625,São Jerônimo,São Jerônimo,São Jerônimo,TRUE
4460,2868,São Jerônimo Da Serra,São Jerônimo Da Serra,São Jerônimo Da Serra,TRUE
4461,5268,São João,São João,São João,TRUE
4462,149,São João Batista,São João Batista,São João Batista,TRUE
4463,3137,São João Batista Do Glória,São João Batista Do Glória,São João Batista Do Glória,TRUE
4465,852,São João Da Baliza,São João Da Baliza,São João Da Baliza,TRUE
4466,853,São João Da Barra,São João Da Barra,São João Da Barra,TRUE
4467,2869,São João Da Boa Vista,São João Da Boa Vista,São João Da Boa Vista,TRUE
4468,2870,São João Da Canabrava,São João Da Canabrava,São João Da Canabrava,TRUE
4469,5269,São João Da Fronteira,São João Da Fronteira,São João Da Fronteira,TRUE
4470,274,São João Da Lagoa,São João Da Lagoa,São João Da Lagoa,TRUE
4471,2871,São João Da Mata,São João Da Mata,São João Da Mata,TRUE
4472,854,São João Da Paraúna,São João Da Paraúna,São João Da Paraúna,TRUE
4473,4765,São João Da Ponta,São João Da Ponta,São João Da Ponta,TRUE
4474,855,São João Da Ponte,São João Da Ponte,São João Da Ponte,TRUE
4475,3689,São João Da Serra,São João Da Serra,São João Da Serra,TRUE
4476,2872,São João Da Urtiga,São João Da Urtiga,São João Da Urtiga,TRUE
4477,3690,São João Da Varjota,São João Da Varjota,São João Da Varjota,TRUE
4478,3138,São João Das Duas Pontes,São João Das Duas Pontes,São João Das Duas Pontes,TRUE
4479,275,São João Das Missões,São João Das Missões,São João Das Missões,TRUE
4480,2873,São João De Iracema,São João De Iracema,São João De Iracema,TRUE
4481,276,São João De Meriti,São João De Meriti,São João De Meriti,TRUE
4482,856,São João De Pirabas,São João De Pirabas,São João De Pirabas,TRUE
4483,4086,São João Del Rei,São João Del Rei,São João Del Rei,TRUE
4484,1393,São João Do Araguaia,São João Do Araguaia,São João Do Araguaia,TRUE
4485,626,São João Do Arraial,São João Do Arraial,São João Do Arraial,TRUE
4486,4351,São João Do Caiuá,São João Do Caiuá,São João Do Caiuá,TRUE
4487,4087,São João Do Cariri,São João Do Cariri,São João Do Cariri,TRUE
4488,1045,São João Do Carú,São João Do Carú,São João Do Carú,TRUE
4489,2874,São João Do Itaperiú,São João Do Itaperiú,São João Do Itaperiú,TRUE
4490,2875,São João Do Ivaí,São João Do Ivaí,São João Do Ivaí,TRUE
4491,4352,São João Do Jaguaribe,São João Do Jaguaribe,São João Do Jaguaribe,TRUE
4492,2876,São João Do Manhuaçu,São João Do Manhuaçu,São João Do Manhuaçu,TRUE
4493,2877,São João Do Manteninha,São João Do Manteninha,São João Do Manteninha,TRUE
4494,627,São João Do Oeste,São João Do Oeste,São João Do Oeste,TRUE
4495,3691,São João Do Oriente,São João Do Oriente,São João Do Oriente,TRUE
4496,857,São João Do Pacuí,São João Do Pacuí,São João Do Pacuí,TRUE
4497,4766,São João Do Paraíso,São João Do Paraíso,São João Do Paraíso,TRUE
4499,1194,São João Do Piauí,São João Do Piauí,São João Do Piauí,TRUE
4500,628,São João Do Polêsine,São João Do Polêsine,São João Do Polêsine,TRUE
4501,4353,São João Do Rio Do Peixe,São João Do Rio Do Peixe,São João Do Rio Do Peixe,TRUE
4502,1395,São João Do Sabugi,São João Do Sabugi,São João Do Sabugi,TRUE
4503,4088,São João Do Soter,São João Do Soter,São João Do Soter,TRUE
4504,629,São João Do Sul,São João Do Sul,São João Do Sul,TRUE
4505,2878,São João Do Tigre,São João Do Tigre,São João Do Tigre,TRUE
4506,2879,São João Do Triunfo,São João Do Triunfo,São João Do Triunfo,TRUE
4507,4354,São João Dos Patos,São João Dos Patos,São João Dos Patos,TRUE
4508,3692,São João Evangelista,São João Evangelista,São João Evangelista,TRUE
4509,2880,São João Nepomuceno,São João Nepomuceno,São João Nepomuceno,TRUE
4510,1570,São Joaquim,São Joaquim,São Joaquim,TRUE
4511,4767,São Joaquim Da Barra,São Joaquim Da Barra,São Joaquim Da Barra,TRUE
4512,4089,São Joaquim De Bicas,São Joaquim De Bicas,São Joaquim De Bicas,TRUE
4513,4090,São Joaquim Do Monte,São Joaquim Do Monte,São Joaquim Do Monte,TRUE
4514,4091,São Jorge,São Jorge,São Jorge,TRUE
4516,2881,São Jorge Do Ivaí,São Jorge Do Ivaí,São Jorge Do Ivaí,TRUE
4517,3693,São Jorge Do Patrocínio,São Jorge Do Patrocínio,São Jorge Do Patrocínio,TRUE
4518,4092,São José,São José,São José,TRUE
4519,1571,São José Da Barra,São José Da Barra,São José Da Barra,TRUE
4520,1396,São José Da Bela Vista,São José Da Bela Vista,São José Da Bela Vista,TRUE
4521,1682,São José Da Boa Vista,São José Da Boa Vista,São José Da Boa Vista,TRUE
4522,2882,São José Da Coroa Grande,São José Da Coroa Grande,São José Da Coroa Grande,TRUE
4523,2883,São José Da Lagoa Tapada,São José Da Lagoa Tapada,São José Da Lagoa Tapada,TRUE
4524,1683,São José Da Laje,São José Da Laje,São José Da Laje,TRUE
4525,2884,São José Da Lapa,São José Da Lapa,São José Da Lapa,TRUE
4526,2104,São José Da Safira,São José Da Safira,São José Da Safira,TRUE
4527,4768,São José Da Tapera,São José Da Tapera,São José Da Tapera,TRUE
4528,4093,São José Da Varginha,São José Da Varginha,São José Da Varginha,TRUE
4529,1397,São José Da Vitória,São José Da Vitória,São José Da Vitória,TRUE
4530,1398,São José Das Missões,São José Das Missões,São José Das Missões,TRUE
4531,1195,São José Das Palmeiras,São José Das Palmeiras,São José Das Palmeiras,TRUE
4532,1399,São José De Caiana,São José De Caiana,São José De Caiana,TRUE
4533,1400,São José De Espinharas,São José De Espinharas,São José De Espinharas,TRUE
4534,630,São José De Mipibu,São José De Mipibu,São José De Mipibu,TRUE
4535,3139,São José De Piranhas,São José De Piranhas,São José De Piranhas,TRUE
4536,2885,São José De Princesa,São José De Princesa,São José De Princesa,TRUE
4537,3694,São José De Ribamar,São José De Ribamar,São José De Ribamar,TRUE
4538,1572,São José De Ubá,São José De Ubá,São José De Ubá,TRUE
4539,1401,São José Do Alegre,São José Do Alegre,São José Do Alegre,TRUE
4540,1402,São José Do Barreiro,São José Do Barreiro,São José Do Barreiro,TRUE
4541,3057,São José Do Belmonte,São José Do Belmonte,São José Do Belmonte,TRUE
4542,1196,São José Do Bonfim,São José Do Bonfim,São José Do Bonfim,TRUE
4543,4356,São José Do Brejo Do Cruz,São José Do Brejo Do Cruz,São José Do Brejo Do Cruz,TRUE
4544,4357,São José Do Calçado,São José Do Calçado,São José Do Calçado,TRUE
4545,858,São José Do Campestre,São José Do Campestre,São José Do Campestre,TRUE
4546,1573,São José Do Cedro,São José Do Cedro,São José Do Cedro,TRUE
4547,2886,São José Do Cerrito,São José Do Cerrito,São José Do Cerrito,TRUE
4548,4769,São José Do Divino,São José Do Divino,São José Do Divino,TRUE
4549,4770,São José Do Egito,São José Do Egito,São José Do Egito,TRUE
4550,4771,São José Do Goiabal,São José Do Goiabal,São José Do Goiabal,TRUE
4551,2105,São José Do Herval,São José Do Herval,São José Do Herval,TRUE
4552,2887,São José Do Hortêncio,São José Do Hortêncio,São José Do Hortêncio,TRUE
4553,2888,São José Do Inhacorá,São José Do Inhacorá,São José Do Inhacorá,TRUE
4554,4772,São José Do Jacuípe,São José Do Jacuípe,São José Do Jacuípe,TRUE
4555,4773,São José Do Jacuri,São José Do Jacuri,São José Do Jacuri,TRUE
4556,859,São José Do Mantimento,São José Do Mantimento,São José Do Mantimento,TRUE
4557,860,São José Do Norte,São José Do Norte,São José Do Norte,TRUE
4558,5049,São José Do Ouro,São José Do Ouro,São José Do Ouro,TRUE
4559,5050,São José Do Peixe,São José Do Peixe,São José Do Peixe,TRUE
4560,3695,São José Do Piauí,São José Do Piauí,São José Do Piauí,TRUE
4561,3696,São José Do Povo,São José Do Povo,São José Do Povo,TRUE
4562,1403,São José Do Rio Claro,São José Do Rio Claro,São José Do Rio Claro,TRUE
4563,1197,São José Do Rio Pardo,São José Do Rio Pardo,São José Do Rio Pardo,TRUE
4564,4774,São José Do Rio Preto,São José Do Rio Preto,São José Do Rio Preto,TRUE
4565,3140,São José Do Sabugi,São José Do Sabugi,São José Do Sabugi,TRUE
4566,5051,São José Do Seridó,São José Do Seridó,São José Do Seridó,TRUE
4567,4775,São José Do Sul,São José Do Sul,São José Do Sul,TRUE
4568,631,São José Do Vale Do Rio Preto,São José Do Vale Do Rio Preto,São José Do Vale Do Rio Preto,TRUE
4569,3697,São José Do Xingu,São José Do Xingu,São José Do Xingu,TRUE
4570,1404,São José Dos Ausentes,São José Dos Ausentes,São José Dos Ausentes,TRUE
4571,4094,São José Dos Basílios,São José Dos Basílios,São José Dos Basílios,TRUE
4572,5052,São José Dos Campos,São José Dos Campos,São José Dos Campos,TRUE
4573,1405,São José Dos Cordeiros,São José Dos Cordeiros,São José Dos Cordeiros,TRUE
4574,861,São José Dos Pinhais,São José Dos Pinhais,São José Dos Pinhais,TRUE
4575,4776,São José Dos Quatro Marcos,São José Dos Quatro Marcos,São José Dos Quatro Marcos,TRUE
4576,2889,São José Dos Ramos,São José Dos Ramos,São José Dos Ramos,TRUE
4577,1574,São Julião,São Julião,São Julião,TRUE
4578,3698,São Leopoldo,São Leopoldo,São Leopoldo,TRUE
4579,4358,São Lourenço,São Lourenço,São Lourenço,TRUE
4580,862,São Lourenço Da Mata,São Lourenço Da Mata,São Lourenço Da Mata,TRUE
4581,4777,São Lourenço Da Serra,São Lourenço Da Serra,São Lourenço Da Serra,TRUE
4582,4359,São Lourenço Do Oeste,São Lourenço Do Oeste,São Lourenço Do Oeste,TRUE
4583,632,São Lourenço Do Piauí,São Lourenço Do Piauí,São Lourenço Do Piauí,TRUE
4584,5270,São Lourenço Do Sul,São Lourenço Do Sul,São Lourenço Do Sul,TRUE
4585,1046,São Ludgero,São Ludgero,São Ludgero,TRUE
4586,863,São Luís,São Luís,São Luís,TRUE
4587,1684,São Luís De Montes Belos,São Luís De Montes Belos,São Luís De Montes Belos,TRUE
4588,633,São Luís Do Curu,São Luís Do Curu,São Luís Do Curu,TRUE
4589,150,São Luis Do Piauí,São Luis Do Piauí,São Luis Do Piauí,TRUE
4590,5271,São Luís Do Quitunde,São Luís Do Quitunde,São Luís Do Quitunde,TRUE
4591,3699,São Luís Gonzaga Do Maranhão,São Luís Gonzaga Do Maranhão,São Luís Gonzaga Do Maranhão,TRUE
4592,4778,São Luiz,São Luiz,São Luiz,TRUE
4593,1406,São Luiz Do Norte,São Luiz Do Norte,São Luiz Do Norte,TRUE
4594,4095,São Luiz Do Paraitinga,São Luiz Do Paraitinga,São Luiz Do Paraitinga,TRUE
4595,3700,São Luiz Gonzaga,São Luiz Gonzaga,São Luiz Gonzaga,TRUE
4596,4779,São Mamede,São Mamede,São Mamede,TRUE
4597,4360,São Manoel Do Paraná,São Manoel Do Paraná,São Manoel Do Paraná,TRUE
4598,4780,São Manuel,São Manuel,São Manuel,TRUE
4599,3058,São Marcos,São Marcos,São Marcos,TRUE
4600,634,São Martinho,São Martinho,São Martinho,TRUE
4601,4096,São Martinho Da Serra,São Martinho Da Serra,São Martinho Da Serra,TRUE
4602,1198,São Mateus,São Mateus,São Mateus,TRUE
4603,3701,São Mateus Do Maranhão,São Mateus Do Maranhão,São Mateus Do Maranhão,TRUE
4604,864,São Mateus Do Sul,São Mateus Do Sul,São Mateus Do Sul,TRUE
4605,4361,São Miguel,São Miguel,São Miguel,TRUE
4606,2106,São Miguel Arcanjo,São Miguel Arcanjo,São Miguel Arcanjo,TRUE
4607,4781,São Miguel Da Baixa Grande,São Miguel Da Baixa Grande,São Miguel Da Baixa Grande,TRUE
4608,1407,São Miguel Da Boa Vista,São Miguel Da Boa Vista,São Miguel Da Boa Vista,TRUE
4609,1755,São Miguel Das Matas,São Miguel Das Matas,São Miguel Das Matas,TRUE
4610,2890,São Miguel Das Missões,São Miguel Das Missões,São Miguel Das Missões,TRUE
4611,5272,São Miguel De Taipu,São Miguel De Taipu,São Miguel De Taipu,TRUE
4612,865,São Miguel Do Aleixo,São Miguel Do Aleixo,São Miguel Do Aleixo,TRUE
4613,1199,São Miguel Do Anta,São Miguel Do Anta,São Miguel Do Anta,TRUE
4614,277,São Miguel Do Araguaia,São Miguel Do Araguaia,São Miguel Do Araguaia,TRUE
4615,45,São Miguel Do Fidalgo,São Miguel Do Fidalgo,São Miguel Do Fidalgo,TRUE
4616,4097,São Miguel Do Gostoso,São Miguel Do Gostoso,São Miguel Do Gostoso,TRUE
4617,4362,São Miguel Do Guamá,São Miguel Do Guamá,São Miguel Do Guamá,TRUE
4618,5273,São Miguel Do Guaporé,São Miguel Do Guaporé,São Miguel Do Guaporé,TRUE
4619,866,São Miguel Do Iguaçu,São Miguel Do Iguaçu,São Miguel Do Iguaçu,TRUE
4620,433,São Miguel Do Oeste,São Miguel Do Oeste,São Miguel Do Oeste,TRUE
4621,1685,São Miguel Do Passa Quatro,São Miguel Do Passa Quatro,São Miguel Do Passa Quatro,TRUE
4622,1686,São Miguel Do Tapuio,São Miguel Do Tapuio,São Miguel Do Tapuio,TRUE
4623,4782,São Miguel Do Tocantins,São Miguel Do Tocantins,São Miguel Do Tocantins,TRUE
4624,5274,São Miguel Dos Campos,São Miguel Dos Campos,São Miguel Dos Campos,TRUE
4625,3702,São Miguel Dos Milagres,São Miguel Dos Milagres,São Miguel Dos Milagres,TRUE
4626,4783,São Nicolau,São Nicolau,São Nicolau,TRUE
4627,127,São Patrício,São Patrício,São Patrício,TRUE
4628,1200,São Paulo,São Paulo,São Paulo,TRUE
4629,1201,São Paulo Das Missões,São Paulo Das Missões,São Paulo Das Missões,TRUE
4630,635,São Paulo De Olivença,São Paulo De Olivença,São Paulo De Olivença,TRUE
4631,3141,São Paulo Do Potengi,São Paulo Do Potengi,São Paulo Do Potengi,TRUE
4632,5053,São Pedro,São Pedro,São Pedro,TRUE
4633,4784,São Pedro Da Água Branca,São Pedro Da Água Branca,São Pedro Da Água Branca,TRUE
4634,2891,São Pedro Da Aldeia,São Pedro Da Aldeia,São Pedro Da Aldeia,TRUE
4635,4785,São Pedro Da Cipa,São Pedro Da Cipa,São Pedro Da Cipa,TRUE
4636,4363,São Pedro Da Serra,São Pedro Da Serra,São Pedro Da Serra,TRUE
4637,4786,São Pedro Da União,São Pedro Da União,São Pedro Da União,TRUE
4638,4098,São Pedro Das Missões,São Pedro Das Missões,São Pedro Das Missões,TRUE
4639,4099,São Pedro De Alcântara,São Pedro De Alcântara,São Pedro De Alcântara,TRUE
4640,4100,São Pedro Do Butiá,São Pedro Do Butiá,São Pedro Do Butiá,TRUE
4641,867,São Pedro Do Iguaçu,São Pedro Do Iguaçu,São Pedro Do Iguaçu,TRUE
4642,2892,São Pedro Do Ivaí,São Pedro Do Ivaí,São Pedro Do Ivaí,TRUE
4643,4787,São Pedro Do Paraná,São Pedro Do Paraná,São Pedro Do Paraná,TRUE
4644,3703,São Pedro Do Piauí,São Pedro Do Piauí,São Pedro Do Piauí,TRUE
4645,636,São Pedro Do Suaçuí,São Pedro Do Suaçuí,São Pedro Do Suaçuí,TRUE
4646,2893,São Pedro Do Sul,São Pedro Do Sul,São Pedro Do Sul,TRUE
4647,1202,São Pedro Do Turvo,São Pedro Do Turvo,São Pedro Do Turvo,TRUE
4648,637,São Pedro Dos Crentes,São Pedro Dos Crentes,São Pedro Dos Crentes,TRUE
4649,638,São Pedro Dos Ferros,São Pedro Dos Ferros,São Pedro Dos Ferros,TRUE
4650,868,São Rafael,São Rafael,São Rafael,TRUE
4651,639,São Raimundo Das Mangabeiras,São Raimundo Das Mangabeiras,São Raimundo Das Mangabeiras,TRUE
4652,2894,São Raimundo Do Doca Bezerra,São Raimundo Do Doca Bezerra,São Raimundo Do Doca Bezerra,TRUE
4653,3704,São Raimundo Nonato,São Raimundo Nonato,São Raimundo Nonato,TRUE
4654,2895,São Roberto,São Roberto,São Roberto,TRUE
4655,3059,São Romão,São Romão,São Romão,TRUE
4656,434,São Roque,São Roque,São Roque,TRUE
4657,1687,São Roque De Minas,São Roque De Minas,São Roque De Minas,TRUE
4658,4101,São Roque Do Canaã,São Roque Do Canaã,São Roque Do Canaã,TRUE
4659,2896,São Salvador Do Tocantins,São Salvador Do Tocantins,São Salvador Do Tocantins,TRUE
4660,278,São Sebastião,São Sebastião,São Sebastião,TRUE
4661,3705,São Sebastião Da Amoreira,São Sebastião Da Amoreira,São Sebastião Da Amoreira,TRUE
4662,2897,São Sebastião Da Bela Vista,São Sebastião Da Bela Vista,São Sebastião Da Bela Vista,TRUE
4663,1408,São Sebastião Da Boa Vista,São Sebastião Da Boa Vista,São Sebastião Da Boa Vista,TRUE
4664,3142,São Sebastião Da Grama,São Sebastião Da Grama,São Sebastião Da Grama,TRUE
4665,2898,São Sebastião Da Vargem Alegre,São Sebastião Da Vargem Alegre,São Sebastião Da Vargem Alegre,TRUE
4666,4788,São Sebastião De Lagoa De Roça,São Sebastião De Lagoa De Roça,São Sebastião De Lagoa De Roça,TRUE
4667,2899,São Sebastião Do Alto,São Sebastião Do Alto,São Sebastião Do Alto,TRUE
4668,2900,São Sebastião Do Anta,São Sebastião Do Anta,São Sebastião Do Anta,TRUE
4669,2901,São Sebastião Do Caí,São Sebastião Do Caí,São Sebastião Do Caí,TRUE
4670,2107,São Sebastião Do Maranhão,São Sebastião Do Maranhão,São Sebastião Do Maranhão,TRUE
4671,2902,São Sebastião Do Oeste,São Sebastião Do Oeste,São Sebastião Do Oeste,TRUE
4672,2903,São Sebastião Do Paraíso,São Sebastião Do Paraíso,São Sebastião Do Paraíso,TRUE
4673,435,São Sebastião Do Passé,São Sebastião Do Passé,São Sebastião Do Passé,TRUE
4674,128,São Sebastião Do Rio Preto,São Sebastião Do Rio Preto,São Sebastião Do Rio Preto,TRUE
4675,1409,São Sebastião Do Rio Verde,São Sebastião Do Rio Verde,São Sebastião Do Rio Verde,TRUE
4676,4789,São Sebastião Do Tocantins,São Sebastião Do Tocantins,São Sebastião Do Tocantins,TRUE
4677,3706,São Sebastião Do Uatumã,São Sebastião Do Uatumã,São Sebastião Do Uatumã,TRUE
4678,2905,São Sebastião Do Umbuzeiro,São Sebastião Do Umbuzeiro,São Sebastião Do Umbuzeiro,TRUE
4679,2906,São Sepé,São Sepé,São Sepé,TRUE
4680,1203,São Simão,São Simão,São Simão,TRUE
4681,4792,São Valentim,São Valentim,São Valentim,TRUE
4682,4793,São Valentim Do Sul,São Valentim Do Sul,São Valentim Do Sul,TRUE
4683,1204,São Valério,São Valério,São Valério,TRUE
4684,2907,São Valério Do Sul,São Valério Do Sul,São Valério Do Sul,TRUE
4685,1411,São Vendelino,São Vendelino,São Vendelino,TRUE
4686,4794,São Vicente,São Vicente,São Vicente,TRUE
4687,640,São Vicente De Minas,São Vicente De Minas,São Vicente De Minas,TRUE
4688,1575,São Vicente Do Seridó,São Vicente Do Seridó,São Vicente Do Seridó,TRUE
4689,1410,São Vicente Do Sul,São Vicente Do Sul,São Vicente Do Sul,TRUE
4690,2108,São Vicente Ferrer,São Vicente Ferrer,São Vicente Ferrer,TRUE
4691,5054,São Vicente Férrer,São Vicente Férrer,São Vicente Férrer,TRUE
4692,4795,Sapé,Sapé,Sapé,TRUE
4693,4102,Sapeaçu,Sapeaçu,Sapeaçu,TRUE
4694,2908,Sapezal,Sapezal,Sapezal,TRUE
4695,279,Sapiranga,Sapiranga,Sapiranga,TRUE
4696,4796,Sapopema,Sapopema,Sapopema,TRUE
4697,3143,Sapucaí-Mirim,Sapucaí-Mirim,Sapucaí-Mirim,TRUE
4698,4103,Sapucaia,Sapucaia,Sapucaia,TRUE
4699,3707,Sapucaia Do Sul,Sapucaia Do Sul,Sapucaia Do Sul,TRUE
4700,2909,Saquarema,Saquarema,Saquarema,TRUE
4701,3708,Sarandi,Sarandi,Sarandi,TRUE
4702,2910,Sarapuí,Sarapuí,Sarapuí,TRUE
4703,2109,Sardoá,Sardoá,Sardoá,TRUE
4704,1688,Sarutaiá,Sarutaiá,Sarutaiá,TRUE
4705,641,Sarzedo,Sarzedo,Sarzedo,TRUE
4706,2110,Sátiro Dias,Sátiro Dias,Sátiro Dias,TRUE
4707,4104,Satuba,Satuba,Satuba,TRUE
4708,4364,Satubinha,Satubinha,Satubinha,TRUE
4709,2111,Saubara,Saubara,Saubara,TRUE
4710,4365,Saudade Do Iguaçu,Saudade Do Iguaçu,Saudade Do Iguaçu,TRUE
4711,2112,Saudades,Saudades,Saudades,TRUE
4712,4366,Saúde,Saúde,Saúde,TRUE
4713,3709,Schroeder,Schroeder,Schroeder,TRUE
4714,869,Seabra,Seabra,Seabra,TRUE
4715,2113,Seara,Seara,Seara,TRUE
4716,870,Sebastianópolis Do Sul,Sebastianópolis Do Sul,Sebastianópolis Do Sul,TRUE
4717,4797,Sebastião Barros,Sebastião Barros,Sebastião Barros,TRUE
4718,4798,Sebastião Laranjeiras,Sebastião Laranjeiras,Sebastião Laranjeiras,TRUE
4719,4799,Sebastião Leal,Sebastião Leal,Sebastião Leal,TRUE
4720,4800,Seberi,Seberi,Seberi,TRUE
4721,4928,Sede Nova,Sede Nova,Sede Nova,TRUE
4722,2911,Segredo,Segredo,Segredo,TRUE
4723,71,Selbach,Selbach,Selbach,TRUE
4724,642,Selvíria,Selvíria,Selvíria,TRUE
4725,2912,Sem-Peixe,Sem-Peixe,Sem-Peixe,TRUE
4726,5275,Sena Madureira,Sena Madureira,Sena Madureira,TRUE
4727,2913,Senador Alexandre Costa,Senador Alexandre Costa,Senador Alexandre Costa,TRUE
4728,1205,Senador Amaral,Senador Amaral,Senador Amaral,TRUE
4729,2914,Senador Canedo,Senador Canedo,Senador Canedo,TRUE
4730,1206,Senador Cortes,Senador Cortes,Senador Cortes,TRUE
4731,72,Senador Elói De Souza,Senador Elói De Souza,Senador Elói De Souza,TRUE
4732,2915,Senador Firmino,Senador Firmino,Senador Firmino,TRUE
4733,280,Senador Georgino Avelino,Senador Georgino Avelino,Senador Georgino Avelino,TRUE
4734,643,Senador Guiomard,Senador Guiomard,Senador Guiomard,TRUE
4735,2916,Senador José Bento,Senador José Bento,Senador José Bento,TRUE
4736,1047,Senador José Porfírio,Senador José Porfírio,Senador José Porfírio,TRUE
4737,1689,Senador La Rocque,Senador La Rocque,Senador La Rocque,TRUE
4738,1048,Senador Modestino Gonçalves,Senador Modestino Gonçalves,Senador Modestino Gonçalves,TRUE
4739,4801,Senador Pompeu,Senador Pompeu,Senador Pompeu,TRUE
4740,4105,Senador Rui Palmeira,Senador Rui Palmeira,Senador Rui Palmeira,TRUE
4741,2114,Senador Sá,Senador Sá,Senador Sá,TRUE
4742,2917,Senador Salgado Filho,Senador Salgado Filho,Senador Salgado Filho,TRUE
4743,2918,Sengés,Sengés,Sengés,TRUE
